"","pccdd","p","pcc","ndstrelct02","ndistadm","njuntas02","inscr02","pindob02","pmvlb02","prscnc02","prnvct02","pcmb202","palznc02","pintnl02","ppusc02","ppac02","pptrnl02","pfrzdm02","pungnr02","ppln02","pvalid02","pnulos02","pblanc02","precib02","pabst02","dindob02","dunagc02","dmvlb02","drscnc02","dcnvnl02","dagrnl02","drnvct02","daclba02","dcmb202","dalznc02","dintnl02","dpusc02","dpac02","dptrnl02","dfrzdm02","dfrgrc02","dungnr02","dpln02","dvalid02","dnulos02","dblanc02","drecib02","dabst02","rindob02","rhmnmto02","rgtind02","rophmsj02","ryntscz02","rmvlb02","rrscnc02","ralpsjo02","rhmnvrdh02","rcrrsxi02","rdelsol02","rcnvnl02","rautsrp02","rnvcorr02","rhmecbr02","raccqup02","rindblm02","raccglft02","ragrnl02","rrnvct02","raclba02","rcmb202","rgrbecl02","rintnl02","raccsiqi02","rautpr02","rpusc02","rpac02","raljnva02","rptrnl02","rfrzdm02","rfrgrc02","rungnr02","rpln02","rcnclmn02","rvalid02","rnulos02","rblanc02","rrecib02","rabst02","distrito","nddee2006","njuntas06","inscr06","precib06","pvalid06","pclizu06","pintnl06","prnvct06","ppac06","punptr06","ppusc06","paldm06","ppln06","pptrpr06","pmvlb06","prscnc06","pfrzdm06","punacl06","punpcm06","pnulos06","pblanc06","pabst06","drecib06","dvalid06","dclizu06","dacsex06","dintnl06","drnvct06","dpac06","dnvlgf06","dunptr06","daclba06","dintpr06","dpusc06","dauthr06","dmvtrc06","daldm06","dpln06","drstnc06","dframp06","dptrpr06","dmvlb06","dacdml06","dfrgrc06","dunagc06","dgtind06","dautrc06","dfrzdm06","dunacl06","dunpcm06","dvrdec06","dnulos06","dblanc06","dabst06","rrecib06","rvalid06","rfrzcmds06","rclizu06","rintnl06","rrnvct06","rpac06","rmrvpgr06","rnvlgf06","runptr06","raclba06","rgchacc06","raccqup06","rautplr06","rintpr06","rpusc06","rauthr06","ryntscz06","rmvtrcm06","rhmnhd06","rdelsol06","raldm06","rpln06","rrstnclt06","rframp06","rptrpr06","rmvlb06","racdml06","rfrgrc06","rcrrsxi06","rgrbecl06","runagc06","raljnva06","rhmnmto06","rorglbag06","ralpsjo06","rindblm06","rgtind06","raccsiqi06","rautorm06","rautlbcr06","rautrc06","rcmnprcr06","rfrzdm06","rpntcmmr06","rautsrp06","runacl06","runnplm06","runpcm06","rvrdecl06","rnulos06","rblanc06","rabst06","njuntas10","ndistelect10","inscr10","precib10","pvalid10","ppusc10","pintnl10","palzptr10","prnvct10","pframp10","ppln10","pmvlb10","ppac10","pacsex10","pnulos10","pblanc10","pabst10","drecib10","dvalid10","dpusc10","dfrzfma10","dintnl10","dvrdec10","dalzptr10","drnvct10","dframp10","dpln10","dunagc10","drstalj10","dmvlb10","drstnc10","dmvtrc10","dalznyr10","dpac10","dtrncrt10","drsthrd10","dacsex10","dnulos10","dblanc10","dabst10","rrecib10","rvalid10","rpusc10","rcmnprcr10","rcrrsxi10","rtrrzprm10","rintnl10","rcvtbft10","rgchacc10","rvrdecl10","rtlmund10","ralzptr10","rrnvalj10","rpntcmmr10","runnplm10","rrnvct10","rclcmoun10","rframp10","rorglbag10","rclcalsc10","rvvbnair10","raccnrj10","rpln10","rgrbecl10","runagcl10","rclcbrbun10","rclcppar10","rrstalj10","rmvlb10","rrstncl10","rautorm10","rautlbcr10","rmvavsd10","raccsoqi10","raccqup10","rmvtrcm10","runcabg10","runnatn10","rorgscac10","rdelsol10","rclcbrb10","rclchdun10","ralzmyr10","rindblm10","rclcalj10","rpac10","rclclgrm10","rintbrb10","rrsthda10","raccsex10","ryntscz10","rclcfrpp10","rnulos10","rblanc10","rabst10","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"11",10111,1,101,3,"San Sebastián",70,27475,8,267,15,138,46,18,142,7325,5769,35,44,29,4538,18374,356,57,18787,8688,68,NA,2350,59,NA,NA,633,NA,127,90,479,5161,5181,150,327,NA,158,3664,18447,231,100,18778,8697,67,NA,NA,157,NA,1313,65,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,NA,132,NA,620,NA,NA,5704,5021,NA,NA,343,NA,65,4178,NA,18424,228,132,18784,8691,"San Sebastián",4,4,28429,18820,18518,26,120,118,8718,12,558,33,6361,178,1469,35,29,370,491,254,48,9609,18822,18498,89,1063,250,452,5226,68,53,NA,NA,970,NA,NA,45,5414,1081,674,420,1663,NA,NA,NA,NA,NA,137,499,394,NA,256,68,9607,18817,18407,NA,114,295,487,6075,NA,NA,73,NA,NA,NA,NA,NA,1077,NA,NA,NA,NA,NA,57,5768,778,325,349,1832,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,510,NA,467,NA,306,104,9612,60,4,29433,20240,19905,872,37,21,112,105,8679,3567,6029,483,290,45,9193,20240,19918,1606,NA,268,NA,169,744,1275,6226,NA,NA,2300,826,NA,76,3630,NA,NA,2798,224,98,9193,20242,19856,1424,NA,NA,NA,200,NA,NA,NA,NA,157,NA,NA,NA,711,NA,1047,NA,NA,NA,NA,6891,NA,NA,NA,NA,NA,2288,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,3883,NA,NA,NA,2513,NA,NA,255,131,9191,54,29937,21013,20687,101,7748,37,22,3601,54,5514,1673,50,331,103,315,1138,307,19,8924,21002,20627,1371,5596,NA,116,212,107,109,3031,129,4159,1202,375,NA,58,NA,561,944,1296,1361,NA,NA,306,69,8935
"12",10201,1,102,1,"Escazú",26,10365,2,158,4,61,22,4,47,2710,2252,10,11,14,2045,7340,117,25,7482,2883,38,NA,1219,19,NA,NA,242,NA,80,27,86,1853,1881,44,98,NA,57,1683,7327,100,52,7479,2886,223,NA,NA,NA,2025,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,278,NA,168,NA,NA,1880,NA,NA,NA,122,NA,NA,1777,NA,7288,99,95,7482,2883,"Escazú",1,1,10923,7784,7678,11,19,60,2931,4,201,29,2973,76,861,20,13,183,297,81,25,3139,7785,7660,12,340,46,172,1860,41,15,NA,NA,329,NA,NA,52,2570,208,239,191,1010,NA,NA,NA,NA,NA,54,256,265,NA,95,30,3138,7786,7623,NA,NA,38,212,1363,NA,NA,35,NA,NA,NA,NA,NA,356,NA,1513,NA,NA,NA,69,2092,158,130,277,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,519,NA,118,45,3137,23,1,11404,8436,8326,242,7,10,42,28,4003,1852,1988,154,98,12,2968,8436,8291,460,NA,46,NA,85,171,410,3206,NA,NA,1496,181,NA,20,1303,NA,NA,913,96,49,2968,8436,8256,263,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,147,NA,415,NA,NA,NA,NA,2450,NA,NA,NA,NA,NA,1152,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,595,2156,NA,134,46,2968,22,11896,8817,8694,35,3122,18,18,1017,7,2718,1057,31,148,36,65,422,109,14,3079,8816,8683,349,2388,NA,14,70,50,28,992,27,2290,961,257,NA,5,NA,215,279,291,467,NA,NA,103,30,3080
"13",10202,1,102,3,"San Antonio",26,9991,5,176,4,105,23,3,35,2342,1831,12,15,18,1826,6395,167,30,6592,3399,49,NA,1080,18,NA,NA,310,NA,58,30,94,1620,1407,30,89,NA,57,1562,6404,131,57,6592,3399,221,NA,NA,NA,1393,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,NA,160,NA,119,NA,NA,1734,NA,NA,NA,146,NA,NA,1654,NA,6329,143,119,6591,3400,"San Antonio",3,3,11453,7534,7356,9,28,72,3084,6,164,20,2455,124,924,12,6,175,277,143,35,3919,7531,7316,19,397,42,200,1874,48,18,NA,NA,277,NA,NA,41,2085,326,236,212,993,NA,NA,NA,NA,NA,34,216,298,NA,148,67,3922,7533,7298,NA,NA,44,246,1403,NA,NA,38,NA,NA,NA,NA,NA,467,NA,995,NA,NA,NA,63,1922,212,97,307,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,608,NA,163,72,3920,26,3,12763,8898,8710,225,4,15,49,33,3674,2070,2332,308,163,25,3865,8897,8707,354,NA,52,NA,114,269,423,2820,NA,NA,1560,263,NA,24,1497,NA,NA,1331,129,61,3866,8897,8633,243,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,204,NA,352,NA,NA,NA,NA,2423,NA,NA,NA,NA,NA,1152,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094,NA,NA,NA,1029,1715,NA,196,68,3866,26,13934,9756,9575,91,3473,23,31,1407,11,2619,1033,62,188,69,87,481,167,14,4178,9755,9578,747,2518,NA,22,69,64,40,1232,36,2069,821,348,NA,14,NA,230,491,358,519,NA,NA,152,25,4179
"14",10203,1,102,3,"San Rafael",30,11504,1,148,4,36,14,0,21,3229,2951,9,13,16,1873,8315,123,25,8463,3041,24,NA,1452,11,NA,NA,176,NA,33,17,58,2219,2621,26,83,NA,53,1547,8320,93,51,8464,3040,76,NA,NA,NA,4347,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,73,NA,78,NA,NA,1586,NA,NA,NA,111,NA,NA,1352,NA,8307,80,79,8466,3038,"San Rafael",3,3,13497,9675,9549,8,13,39,2892,17,143,20,4956,71,880,15,9,160,326,102,24,3822,9677,9550,15,259,32,113,1955,46,38,NA,NA,372,NA,NA,38,4193,184,186,125,1304,NA,NA,NA,NA,NA,55,340,295,NA,97,30,3820,9674,9517,NA,NA,27,123,1322,NA,NA,39,NA,NA,NA,NA,NA,342,NA,3608,NA,NA,NA,51,2554,136,120,173,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,257,NA,123,34,3823,33,3,15688,11633,11535,221,10,6,24,31,6950,2057,2107,129,84,14,4055,11632,11508,550,NA,37,NA,88,185,461,5884,NA,NA,1869,163,NA,25,1526,NA,NA,720,74,50,4056,11632,11435,276,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,136,NA,252,NA,NA,NA,NA,3648,NA,NA,NA,NA,NA,1179,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,NA,NA,NA,466,4274,NA,144,53,4056,33,17524,13129,13016,24,3895,12,20,890,9,4324,2979,30,124,40,67,602,105,8,4395,13130,13000,276,3112,NA,28,98,35,21,838,31,3733,3026,354,NA,11,NA,190,253,329,665,NA,NA,96,34,4394
"15",10301,1,103,3,"Desamparados",69,27180,8,269,6,151,46,8,173,6695,6378,28,53,27,5167,19009,261,44,19314,7866,62,NA,2349,55,NA,NA,740,NA,176,72,771,4623,5477,116,331,NA,120,4134,19026,201,88,19315,7865,64,NA,NA,NA,NA,1409,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,NA,317,NA,1003,NA,NA,5090,5187,NA,NA,458,NA,NA,4753,NA,19026,178,111,19315,7865,"Desamparados",4,4,28530,19609,19344,35,133,165,8786,11,517,35,7032,219,1384,16,38,429,544,213,52,8921,19599,19289,89,1165,405,423,5077,59,64,NA,NA,921,NA,NA,42,5921,1321,557,461,1647,NA,NA,NA,NA,NA,140,509,488,NA,234,76,8931,19600,19230,240,129,537,431,5672,NA,NA,84,NA,NA,NA,NA,NA,1062,NA,NA,NA,NA,NA,47,6319,966,179,413,1713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,539,NA,753,NA,271,99,8930,61,4,29804,21553,21256,785,40,21,119,75,9528,3532,6690,466,270,27,8251,21550,21248,1364,NA,351,NA,286,740,1175,6937,NA,NA,2530,935,NA,95,3987,NA,NA,2848,216,86,8254,21550,21200,1166,NA,NA,NA,359,NA,NA,NA,NA,302,NA,NA,NA,845,NA,883,NA,NA,NA,NA,7309,NA,NA,NA,NA,NA,2430,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,4194,NA,NA,NA,2802,NA,NA,243,107,8254,57,30394,22026,21729,88,8519,48,31,3652,42,5840,1601,63,343,103,296,1103,265,32,8368,22014,21689,893,6307,NA,178,202,126,86,3126,133,4886,1186,363,NA,28,NA,543,958,1314,1360,NA,NA,245,80,8380
"16",10302,1,103,8,"San Miguel",51,18164,2,185,3,108,22,9,199,4455,2830,16,33,25,3941,11828,272,45,12145,6019,21,NA,1274,18,NA,NA,515,NA,47,46,1015,3208,2184,70,153,NA,65,3224,11840,200,97,12137,6027,23,NA,NA,NA,NA,908,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,NA,57,NA,1043,NA,NA,3513,2046,NA,NA,142,NA,NA,3488,NA,11817,189,138,12144,6020,"San Miguel",8,8,21250,13531,13246,12,196,101,4902,17,334,19,5583,173,1360,14,27,194,314,234,51,7719,13533,13208,39,543,702,325,2762,38,44,NA,NA,604,NA,NA,24,4719,953,272,346,1270,NA,NA,NA,NA,NA,80,232,255,NA,257,68,7717,13533,13180,403,35,657,473,2996,NA,NA,67,NA,NA,NA,NA,NA,825,NA,NA,NA,NA,NA,33,4808,718,88,262,1285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,198,NA,270,NA,262,91,7717,52,8,23888,15997,15647,652,70,21,103,44,7472,3326,3575,384,313,37,7891,15994,15657,1165,NA,654,NA,106,561,575,5135,NA,NA,2186,920,NA,65,2126,NA,NA,2164,221,116,7894,15996,15596,1006,NA,NA,NA,664,NA,NA,NA,NA,110,NA,NA,NA,583,NA,499,NA,NA,NA,NA,5403,NA,NA,NA,NA,NA,2246,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,2206,NA,NA,NA,2025,NA,NA,267,133,7892,48,26276,17758,17437,113,5897,20,41,2750,103,4840,1910,64,183,106,336,1074,299,22,8518,17754,17387,982,4092,NA,55,106,112,70,2249,296,4071,1198,238,NA,21,NA,289,1136,1149,1323,NA,NA,291,76,8522
"17",10303,1,103,1,"San Juan de Dios",23,9115,0,122,3,62,17,1,38,2551,1413,8,14,12,1680,5921,119,20,6060,3055,11,NA,791,17,NA,NA,224,NA,38,31,77,1879,1263,40,77,NA,71,1420,5939,83,42,6064,3051,12,NA,NA,NA,NA,507,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,38,NA,107,NA,NA,2157,1215,NA,NA,91,NA,NA,1547,NA,5921,76,66,6063,3052,"San Juan de Dios",1,1,10398,6649,6497,10,30,50,2444,7,168,14,2416,87,958,12,12,112,177,128,24,3749,6647,6485,17,409,66,168,1469,22,23,NA,NA,348,NA,NA,18,2058,323,142,190,911,NA,NA,NA,NA,NA,31,141,149,NA,120,42,3751,6652,6469,59,23,74,191,1638,NA,NA,23,NA,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,15,2175,247,59,140,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,276,NA,202,NA,122,61,3746,23,1,11533,7762,7630,340,10,5,61,28,3211,1945,1806,224,121,11,3771,7762,7615,538,NA,96,NA,57,287,278,2278,NA,NA,1225,295,NA,27,1120,NA,NA,1414,112,35,3771,7761,7596,465,NA,NA,NA,82,NA,NA,NA,NA,46,NA,NA,NA,283,NA,208,NA,NA,NA,NA,2338,NA,NA,NA,NA,NA,1223,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1156,NA,NA,NA,1525,NA,NA,116,49,3772,21,12232,8218,8070,66,2551,17,15,1443,25,2084,992,26,124,57,114,556,131,17,4014,8215,8047,646,1874,NA,32,51,53,37,1197,44,1747,647,101,NA,9,NA,133,370,441,665,NA,NA,130,38,4017
"18",10304,1,103,2,"San Rafael Arriba",21,8043,2,71,3,35,13,6,57,1973,1578,6,9,8,1638,5399,101,9,5509,2534,8,NA,634,8,NA,NA,272,NA,30,32,167,1431,1205,43,76,NA,44,1461,5411,67,30,5508,2535,11,NA,NA,NA,NA,337,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,43,NA,221,NA,NA,1638,1131,NA,NA,74,NA,NA,1656,NA,5402,61,45,5508,2535,"San Rafael Arriba",3,3,9109,6054,5946,5,33,47,2557,2,173,6,2318,77,466,3,6,101,152,87,21,3055,6055,5932,24,464,88,128,1452,9,13,NA,NA,282,NA,NA,14,2026,367,138,156,505,NA,NA,NA,NA,NA,22,113,131,NA,85,38,3054,6050,5900,365,26,101,121,1579,NA,NA,19,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,18,2078,244,44,114,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,83,NA,251,NA,100,50,3059,23,3,10180,7156,7043,278,16,9,41,16,3173,1215,2104,191,100,13,3024,7155,7030,501,NA,86,NA,90,223,281,2349,NA,NA,849,272,NA,18,1332,NA,NA,1029,86,39,3025,7154,7007,416,NA,NA,NA,87,NA,NA,NA,NA,53,NA,NA,NA,191,NA,200,NA,NA,NA,NA,2464,NA,NA,NA,NA,NA,854,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1580,NA,NA,NA,894,NA,NA,101,46,3026,23,11083,7731,7615,24,2739,20,14,1206,16,2161,730,25,97,53,105,425,100,16,3352,7732,7588,348,2129,NA,23,64,41,44,976,40,1803,507,126,NA,6,NA,157,357,430,537,NA,NA,110,34,3351
"19",10305,1,103,1,"San Antonio",19,7244,1,67,2,15,7,3,27,1738,2020,4,6,5,1390,5285,54,11,5350,1894,5,NA,681,18,NA,NA,157,NA,30,21,111,1216,1765,26,79,NA,48,1134,5291,32,26,5349,1895,15,NA,NA,NA,NA,369,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,45,NA,150,NA,NA,1387,1731,NA,NA,68,NA,NA,1349,NA,5271,39,39,5349,1895,"San Antonio",1,1,7829,5671,5602,9,30,16,2635,4,126,10,2032,54,342,11,7,143,183,52,17,2158,5670,5589,23,248,83,104,1605,23,12,NA,NA,244,NA,NA,15,1710,287,274,95,400,NA,NA,NA,NA,NA,43,238,185,NA,56,25,2159,5672,5573,58,32,67,102,1776,NA,NA,18,NA,NA,NA,NA,NA,384,NA,NA,NA,NA,NA,17,1802,187,142,62,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,237,NA,262,NA,60,39,2157,17,1,8403,6271,6199,179,3,6,19,31,3019,869,1967,106,63,9,2132,6273,6187,368,NA,76,NA,68,170,466,2254,NA,NA,623,235,NA,30,1175,NA,NA,722,65,21,2130,6268,6169,330,NA,NA,NA,77,NA,NA,NA,NA,87,NA,NA,NA,171,NA,345,NA,NA,NA,NA,2398,NA,NA,NA,NA,NA,645,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,1303,NA,NA,NA,597,NA,NA,73,26,2135,17,8792,6760,6688,16,2941,12,6,951,12,1889,451,8,81,16,54,251,69,3,2032,6758,6655,198,2269,NA,39,41,10,16,878,39,1597,367,153,NA,8,NA,136,222,344,338,NA,NA,83,20,2034
"20",10306,1,103,3,"Frailes",7,2133,1,13,2,7,1,0,12,383,164,2,1,3,934,1523,24,10,1557,576,2,NA,51,2,NA,NA,21,NA,2,1,43,347,123,5,11,NA,2,902,1512,17,27,1556,577,1,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,2,NA,47,NA,NA,335,113,NA,NA,9,NA,NA,949,NA,1504,13,39,1556,577,"Frailes",3,3,2339,1601,1571,3,13,1,325,0,80,2,975,27,75,1,1,32,36,18,12,738,1600,1551,6,27,32,6,184,2,5,NA,NA,145,NA,NA,0,961,25,16,41,53,NA,NA,NA,NA,NA,7,21,20,NA,23,26,739,1601,1548,47,3,24,5,199,NA,NA,4,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,1,971,24,4,38,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,14,NA,25,NA,24,29,738,7,3,2593,1834,1786,64,1,3,10,8,1203,227,254,16,39,9,759,1833,1769,89,NA,21,NA,22,20,95,1082,NA,NA,131,29,NA,4,174,NA,NA,102,22,42,760,1833,1756,71,NA,NA,NA,13,NA,NA,NA,NA,26,NA,NA,NA,16,NA,117,NA,NA,NA,NA,1102,NA,NA,NA,NA,NA,116,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,173,NA,NA,NA,88,NA,NA,33,44,760,7,2776,1956,1902,6,487,20,5,299,18,833,75,9,25,4,25,96,45,9,820,1958,1882,80,330,NA,26,85,13,6,183,23,900,42,18,NA,0,NA,29,20,49,78,NA,NA,45,31,818
"21",10307,1,103,3,"Patarra",32,11913,6,189,2,103,16,6,36,2773,1451,9,34,10,2041,6676,233,44,6953,4960,33,NA,794,22,NA,NA,375,NA,27,46,190,2012,1219,36,150,NA,32,1758,6694,173,93,6960,4953,54,NA,NA,NA,NA,499,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,NA,26,NA,181,NA,NA,2200,1135,NA,NA,167,NA,NA,2045,NA,6700,154,104,6958,4955,"Patarrá",2,2,4491,2829,2757,3,17,11,1054,3,85,7,1135,49,249,3,3,57,81,56,16,1662,2830,2742,12,110,31,60,564,17,8,NA,NA,202,NA,NA,0,1051,129,110,96,232,NA,NA,NA,NA,NA,17,64,39,NA,60,28,1661,2830,2739,34,11,32,47,551,NA,NA,11,NA,NA,NA,NA,NA,426,NA,NA,NA,NA,NA,3,1020,106,90,110,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,49,NA,42,NA,54,37,1661,12,2,5383,3540,3464,145,9,6,17,15,1636,664,894,78,64,12,1843,3537,3464,280,NA,47,NA,50,97,131,1264,NA,NA,457,171,NA,18,545,NA,NA,404,48,25,1846,3538,3458,411,NA,NA,NA,44,NA,NA,NA,NA,73,NA,NA,NA,87,NA,91,NA,NA,NA,NA,1441,NA,NA,NA,NA,NA,393,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,472,NA,NA,NA,302,NA,NA,59,21,1845,12,6141,4094,3985,34,1338,4,14,588,8,1147,426,16,55,19,67,269,100,9,2047,4095,3999,232,890,NA,9,27,24,12,429,28,1212,282,45,NA,4,NA,71,154,203,377,NA,NA,79,17,2046
"22",10308,1,103,4,"San Cristóbal",8,2440,0,29,1,2,2,0,1,332,244,3,1,4,1217,1836,27,15,1878,562,0,NA,70,6,NA,NA,6,NA,5,0,10,297,167,5,16,NA,3,1223,1808,19,50,1877,563,3,NA,NA,NA,NA,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,12,NA,NA,292,168,NA,NA,14,NA,NA,1243,NA,1796,14,68,1878,562,"San Cristóbal",4,4,2533,1764,1727,1,5,3,383,1,26,1,1092,23,113,1,1,15,62,24,13,769,1763,1706,4,33,7,6,223,5,2,NA,NA,56,NA,NA,1,1147,13,15,19,105,NA,NA,NA,NA,NA,3,27,40,NA,27,30,770,1763,1705,20,2,9,6,214,NA,NA,3,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,1,1125,7,5,17,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,12,NA,46,NA,27,31,770,7,4,2789,2158,2110,30,2,6,5,5,1376,305,335,46,38,10,631,2158,2079,43,NA,16,NA,61,10,46,1276,NA,NA,206,8,NA,19,229,NA,NA,165,33,46,631,2158,2073,30,NA,NA,NA,18,NA,NA,NA,NA,66,NA,NA,NA,9,NA,47,NA,NA,NA,NA,1287,NA,NA,NA,NA,NA,202,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,215,NA,NA,NA,183,NA,NA,34,51,631,7,3016,2236,2189,12,713,8,7,230,10,941,123,8,30,13,15,79,36,11,780,2236,2158,79,366,NA,195,15,5,15,152,7,1067,70,16,NA,1,NA,50,23,44,53,NA,NA,47,31,780
"23",10309,1,103,4,"Rosario",8,1906,0,15,0,1,1,1,13,385,112,0,10,2,827,1367,31,6,1404,502,3,NA,45,2,NA,NA,2,NA,2,5,70,351,75,2,19,NA,4,779,1359,20,22,1401,505,1,NA,NA,NA,NA,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,39,NA,NA,330,63,NA,NA,74,NA,NA,806,NA,1350,23,31,1404,502,"Rosario",6,6,2209,1451,1423,2,9,1,250,1,48,1,904,15,138,1,2,22,29,19,9,758,1451,1420,4,29,32,2,139,3,4,NA,NA,98,NA,NA,1,908,10,9,24,110,NA,NA,NA,NA,NA,4,23,20,NA,20,11,758,1451,1423,65,0,11,3,144,NA,NA,3,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,3,905,8,6,16,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,22,NA,22,NA,17,11,758,9,6,2478,1749,1711,42,1,3,2,4,1043,328,249,39,33,5,729,1749,1694,77,NA,21,NA,9,22,49,923,NA,NA,245,22,NA,8,155,NA,NA,163,29,26,729,1749,1701,67,NA,NA,NA,17,NA,NA,NA,NA,10,NA,NA,NA,11,NA,60,NA,NA,NA,NA,923,NA,NA,NA,NA,NA,241,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,155,NA,NA,NA,183,NA,NA,27,21,729,9,2708,1911,1860,17,359,6,10,347,2,821,137,6,17,6,4,128,41,10,797,1911,1848,92,251,NA,4,29,10,3,220,16,905,78,11,NA,3,NA,28,30,17,151,NA,NA,38,25,797
